order_item_id,order_id,product_id,quantity,price,revenue
1151,363,39,2,18,36
1152,123,9,2,112,224
1153,188,21,1,115,115
1154,742,12,1,101,101
1155,680,29,4,32,128
1156,420,33,3,72,216
1157,626,43,3,118,354
1158,252,15,3,70,210
1159,619,2,2,49,98
1160,549,39,2,53,106
1161,335,44,5,95,475
1162,92,18,2,33,66
1163,530,3,2,60,120
1164,866,7,2,67,134
1165,63,43,4,99,396
1166,662,18,2,103,206
1167,512,44,1,42,42
1168,139,38,1,25,25
1169,698,37,5,31,155
1170,185,33,4,66,264
1171,205,44,1,71,71
1172,772,31,4,116,464
1173,214,11,4,91,364
1174,256,4,5,80,400
1175,135,18,4,99,396
1176,573,4,2,81,162
1177,875,49,4,79,316
1178,822,34,5,39,195
1179,88,29,5,112,560
1180,836,24,5,32,160
1181,988,22,1,41,41
1182,207,2,2,95,190
1183,129,44,1,115,115
1184,823,6,3,116,348
1185,3,42,2,66,132
1186,974,25,4,118,472
1187,934,21,5,18,90
1188,754,16,3,40,120
1189,121,31,2,80,160
1190,385,14,1,18,18
1191,614,39,5,22,110
1192,38,28,1,67,67
1193,341,32,2,12,24
1194,925,28,2,44,88
1195,645,49,3,106,318
1196,714,9,4,30,120
1197,860,45,1,73,73
1198,21,22,3,104,312
1199,242,32,5,61,305
1200,455,5,4,43,172
1201,963,23,3,105,315
1202,621,5,1,44,44
1203,303,42,2,24,48
1204,596,32,5,105,525
1205,595,10,1,15,15
1206,803,39,4,118,472
1207,964,15,4,94,376
1208,69,7,2,106,212
1209,129,29,2,41,82
1210,196,47,5,61,305
1211,140,3,5,92,460
1212,444,19,2,106,212
1213,283,10,2,37,74
1214,312,28,4,104,416
1215,746,29,2,94,188
1216,535,15,3,107,321
1217,665,35,1,73,73
1218,277,6,2,88,176
1219,61,12,5,87,435
1220,319,47,3,28,84
1221,890,38,5,116,580
1222,52,13,3,24,72
1223,856,29,2,15,30
1224,153,19,1,82,82
1225,749,3,5,110,550
1226,311,8,3,93,279
1227,814,8,4,107,428
1228,544,20,2,47,94
1229,567,47,1,35,35
1230,864,4,2,91,182
1231,389,21,4,101,404
1232,548,3,1,60,60
1233,622,45,4,82,328
1234,177,8,2,105,210
1235,362,23,3,62,186
1236,314,16,2,65,130
1237,807,13,2,68,136
1238,848,3,2,79,158
1239,97,48,5,87,435
1240,881,9,4,101,404
1241,213,14,4,67,268
1242,829,13,4,97,388
1243,137,7,5,22,110
1244,6,15,3,52,156
1245,109,7,2,85,170
1246,547,38,3,60,180
1247,39,34,5,28,140
1248,662,41,4,30,120
1249,425,22,2,100,200
1250,630,24,1,92,92
1251,261,49,1,33,33
1252,426,37,3,35,105
1253,87,44,4,54,216
1254,465,1,1,37,37
1255,76,10,3,119,357
1256,471,43,5,91,455
1257,976,16,3,117,351
1258,963,46,3,109,327
1259,414,8,3,115,345
1260,825,49,2,38,76
1261,895,25,3,26,78
1262,726,50,3,77,231
1263,457,12,2,53,106
1264,285,25,2,118,236
1265,239,17,5,70,350
1266,677,26,4,102,408
1267,599,46,1,77,77
1268,653,48,1,83,83
1269,672,14,3,34,102
1270,558,41,5,104,520
1271,372,36,3,76,228
1272,495,23,1,11,11
1273,624,43,2,98,196
1274,919,6,4,58,232
1275,45,47,5,79,395
1276,401,5,2,35,70
1277,247,43,4,81,324
1278,616,25,5,108,540
1279,597,18,5,36,180
1280,450,13,1,98,98
1281,485,43,2,27,54
1282,646,14,5,63,315
1283,620,28,5,10,50
1284,18,18,4,70,280
1285,606,28,1,112,112
1286,662,27,3,12,36
1287,758,32,1,77,77
1288,289,47,3,50,150
1289,414,9,2,46,92
1290,721,40,2,60,120
1291,638,32,5,24,120
1292,235,20,2,17,34
1293,416,28,5,47,235
1294,938,33,1,92,92
1295,499,4,2,65,130
1296,974,46,1,56,56
1297,634,34,1,99,99
1298,650,48,2,112,224
1299,115,3,1,19,19
1300,932,26,2,111,222
1301,674,8,2,87,174
1302,713,6,2,58,116
1303,234,16,3,50,150
1304,540,24,1,92,92
1305,11,48,4,39,156
1306,206,39,2,14,28
1307,679,30,1,104,104
1308,247,45,5,80,400
1309,559,13,2,92,184
1310,758,5,2,40,80
1311,127,25,4,61,244
1312,147,20,3,112,336
1313,118,18,3,97,291
1314,911,47,2,107,214
1315,382,18,1,32,32
1316,412,2,5,57,285
1317,664,10,5,118,590
1318,584,45,1,49,49
1319,363,50,2,15,30
1320,509,47,5,47,235
1321,137,12,3,50,150
1322,175,47,1,109,109
1323,289,13,4,36,144
1324,958,50,2,84,168
1325,481,47,1,78,78
1326,19,11,5,66,330
1327,195,19,2,26,52
1328,330,35,3,80,240
1329,936,39,2,100,200
1330,175,26,2,56,112
1331,449,46,3,88,264
1332,925,14,3,119,357
1333,946,45,2,22,44
1334,354,44,3,20,60
1335,499,24,1,118,118
1336,141,41,3,99,297
1337,758,1,3,95,285
1338,897,43,2,101,202
1339,930,22,1,33,33
1340,93,23,4,102,408
1341,944,19,4,82,328
1342,239,18,5,115,575
1343,205,12,3,13,39
1344,560,28,3,55,165
1345,433,28,1,27,27
1346,245,33,4,52,208
1347,832,19,5,89,445
1348,317,28,1,42,42
1349,925,49,3,102,306
1350,295,37,4,112,448
1351,640,26,5,19,95
1352,856,35,2,82,164
1353,282,34,4,68,272
1354,17,35,5,40,200
1355,71,40,1,37,37
1356,269,16,2,69,138
1357,325,38,5,12,60
1358,794,13,5,64,320
1359,305,23,3,23,69
1360,451,22,4,67,268
1361,7,16,3,98,294
1362,314,28,2,24,48
1363,817,48,5,11,55
1364,103,35,3,33,99
1365,821,45,4,87,348
1366,193,46,2,73,146
1367,753,8,1,80,80
1368,574,44,3,109,327
1369,529,22,2,33,66
1370,171,21,1,36,36
1371,537,26,3,46,138
1372,251,40,2,111,222
1373,765,21,2,103,206
1374,387,25,3,100,300
1375,207,41,2,48,96
1376,541,1,5,72,360
1377,629,6,3,88,264
1378,416,23,2,35,70
1379,794,23,1,74,74
1380,380,43,1,13,13
1381,144,43,5,38,190
1382,25,23,3,10,30
1383,822,32,2,116,232
1384,668,30,2,59,118
1385,73,13,1,119,119
1386,632,43,5,95,475
1387,824,18,1,20,20
1388,833,23,1,83,83
1389,93,15,5,68,340
1390,505,33,3,71,213
1391,598,21,2,90,180
1392,336,39,3,45,135
1393,425,23,4,65,260
1394,499,27,4,99,396
1395,364,45,4,30,120
1396,947,44,5,22,110
1397,630,18,1,18,18
1398,745,24,3,20,60
1399,199,47,2,84,168
1400,718,40,4,79,316
1401,413,42,3,10,30
1402,339,7,4,79,316
1403,659,50,4,86,344
1404,962,48,2,95,190
1405,937,20,5,65,325
1406,429,27,1,40,40
1407,783,6,5,95,475
1408,899,27,3,46,138
1409,139,9,5,56,280
1410,693,45,3,100,300
1411,942,31,3,87,261
1412,542,21,1,56,56
1413,57,26,2,78,156
1414,232,40,1,67,67
1415,658,48,5,45,225
1416,435,45,3,41,123
1417,384,13,4,107,428
1418,560,49,4,73,292
1419,194,23,3,80,240
1420,736,20,1,51,51
1421,648,37,2,57,114
1422,534,28,1,83,83
1423,518,17,3,90,270
1424,716,28,3,39,117
1425,751,41,2,30,60
1426,185,2,5,69,345
1427,872,25,5,22,110
1428,292,50,2,10,20
1429,335,41,5,74,370
1430,732,6,4,42,168
1431,116,11,5,47,235
1432,825,38,5,34,170
1433,49,6,5,35,175
1434,685,45,4,86,344
1435,82,11,5,68,340
1436,834,14,4,101,404
1437,333,2,2,42,84
1438,557,40,1,110,110
1439,335,3,2,50,100
1440,532,35,1,39,39
1441,960,33,2,66,132
1442,221,24,1,58,58
1443,635,19,1,57,57
1444,746,18,3,81,243
1445,733,49,1,58,58
1446,323,24,1,56,56
1447,851,45,3,65,195
1448,3,35,5,74,370
1449,694,1,5,21,105
1450,206,36,3,78,234
1451,832,25,4,97,388
1452,40,45,1,15,15
1453,59,49,1,98,98
1454,951,43,3,74,222
1455,574,34,3,34,102
1456,644,25,4,10,40
1457,507,16,5,41,205
1458,572,34,2,115,230
1459,884,29,5,115,575
1460,843,19,1,12,12
1461,122,23,3,58,174
1462,479,19,4,28,112
1463,619,25,5,69,345
1464,96,16,4,116,464
1465,859,9,5,38,190
1466,414,1,1,59,59
1467,235,42,2,11,22
1468,898,19,4,82,328
1469,62,33,4,65,260
1470,256,34,2,26,52
1471,561,16,4,69,276
1472,905,44,4,119,476
1473,348,40,5,45,225
1474,671,18,5,70,350
1475,124,34,2,26,52
1476,482,25,1,58,58
1477,317,45,4,85,340
1478,504,6,1,69,69
1479,719,21,2,29,58
1480,48,6,2,59,118
1481,409,32,5,12,60
1482,932,41,4,52,208
1483,136,48,3,66,198
1484,201,43,2,59,118
1485,250,39,4,77,308
1486,314,31,1,90,90
1487,869,42,5,59,295
1488,368,10,1,46,46
1489,429,30,2,55,110
1490,830,18,2,51,102
1491,807,24,1,24,24
1492,480,9,2,42,84
1493,314,31,4,89,356
1494,500,15,2,20,40
1495,721,4,5,29,145
1496,355,40,4,111,444
1497,485,9,3,33,99
1498,211,45,2,73,146
1499,704,9,2,89,178
1500,44,26,5,103,515
1501,541,4,5,107,535
1502,571,17,1,74,74
1503,583,16,1,97,97
1504,92,15,1,97,97
1505,265,35,5,82,410
1506,895,5,1,95,95
1507,220,5,1,85,85
1508,902,20,3,26,78
1509,925,15,1,98,98
1510,442,18,2,101,202
1511,401,47,5,70,350
1512,400,2,4,24,96
1513,727,29,3,103,309
1514,991,13,5,60,300
1515,899,4,5,36,180
1516,789,42,2,95,190
1517,576,45,1,83,83
1518,858,10,2,70,140
1519,804,31,1,67,67
1520,490,41,1,40,40
1521,485,8,5,100,500
1522,757,3,1,21,21
1523,470,48,3,55,165
1524,574,46,3,40,120
1525,938,9,3,41,123
1526,844,30,5,41,205
1527,682,11,2,114,228
1528,445,35,4,118,472
1529,269,37,1,108,108
1530,267,42,4,62,248
1531,54,13,2,70,140
1532,528,36,2,55,110
1533,520,13,5,94,470
1534,616,12,3,83,249
1535,59,37,3,89,267
1536,825,10,2,16,32
1537,40,9,5,13,65
1538,237,7,5,100,500
1539,955,2,1,61,61
1540,386,23,3,98,294
1541,606,39,2,40,80
1542,734,40,4,84,336
1543,716,39,3,93,279
1544,650,21,1,45,45
1545,300,23,5,63,315
1546,395,29,2,63,126
1547,207,14,3,26,78
1548,336,26,4,118,472
1549,593,5,1,84,84
1550,730,31,1,39,39
1551,514,25,3,108,324
1552,178,31,4,114,456
1553,396,50,1,111,111
1554,371,20,2,31,62
1555,858,44,1,52,52
1556,791,17,4,36,144
1557,658,45,5,46,230
1558,318,2,5,55,275
1559,736,25,3,44,132
1560,369,13,4,13,52
1561,384,39,1,89,89
1562,62,28,1,89,89
1563,806,42,5,94,470
1564,505,6,5,35,175
1565,239,3,2,109,218
1566,195,35,5,28,140
1567,678,18,2,90,180
1568,963,11,1,54,54
1569,222,20,2,35,70
1570,61,5,2,31,62
1571,129,19,3,67,201
1572,990,22,5,72,360
1573,685,19,2,37,74
1574,992,47,1,74,74
1575,156,16,4,53,212
1576,917,24,2,109,218
1577,378,41,5,52,260
1578,622,4,3,46,138
1579,781,15,1,75,75
1580,923,25,3,26,78
1581,868,44,4,49,196
1582,903,35,2,47,94
1583,790,14,2,94,188
1584,586,49,5,70,350
1585,999,19,2,18,36
1586,437,38,1,86,86
1587,975,36,4,84,336
1588,207,7,3,70,210
1589,388,30,4,89,356
1590,480,19,2,25,50
1591,791,49,3,11,33
1592,887,25,5,115,575
1593,838,16,4,117,468
1594,984,47,3,81,243
1595,340,40,3,52,156
1596,869,8,3,51,153
1597,340,18,1,86,86
1598,204,28,4,66,264
1599,161,16,3,90,270
1600,540,19,4,112,448
1601,392,42,3,97,291
1602,769,17,5,76,380
1603,677,45,5,39,195
1604,575,13,5,22,110
1605,534,7,2,28,56
1606,70,27,3,16,48
1607,893,10,2,18,36
1608,405,34,4,92,368
1609,608,36,2,118,236
1610,675,25,4,63,252
1611,591,6,4,113,452
1612,517,24,4,95,380
1613,828,18,2,91,182
1614,120,23,3,70,210
1615,814,6,2,96,192
1616,690,29,3,11,33
1617,688,25,3,59,177
1618,902,17,4,84,336
1619,217,46,2,40,80
1620,56,24,3,42,126
1621,366,11,5,87,435
1622,699,26,3,89,267
1623,504,34,5,20,100
1624,744,28,2,42,84
1625,767,3,2,16,32
1626,925,11,2,40,80
1627,455,38,3,57,171
1628,104,14,1,119,119
1629,77,26,3,56,168
1630,230,48,3,87,261
1631,914,21,4,101,404
1632,258,39,4,62,248
1633,264,30,3,116,348
1634,331,8,5,89,445
1635,993,20,4,28,112
1636,182,48,3,90,270
1637,893,32,1,99,99
1638,768,22,5,15,75
1639,550,7,2,116,232
1640,688,9,3,58,174
1641,27,45,3,82,246
1642,276,1,5,59,295
1643,652,29,4,90,360
1644,299,8,4,104,416
1645,957,4,4,21,84
1646,799,35,2,32,64
1647,91,3,5,63,315
1648,480,45,5,78,390
1649,573,40,4,116,464
1650,458,7,4,109,436
1651,451,27,1,68,68
1652,365,1,1,45,45
1653,859,27,3,12,36
1654,675,16,3,67,201
1655,351,38,5,97,485
1656,655,7,5,64,320
1657,400,44,2,66,132
1658,253,23,2,26,52
1659,781,41,1,48,48
1660,881,11,3,99,297
1661,803,42,1,77,77
1662,459,33,1,64,64
1663,699,50,3,54,162
1664,917,36,2,85,170
1665,499,37,3,10,30
1666,950,41,4,30,120
1667,971,17,4,92,368
1668,926,35,4,30,120
1669,508,48,5,61,305
1670,304,5,2,91,182
1671,501,48,2,52,104
1672,803,32,5,61,305
1673,598,3,1,76,76
1674,166,47,4,53,212
1675,415,35,4,41,164
1676,462,14,1,19,19
1677,920,48,3,73,219
1678,114,31,3,113,339
1679,433,31,2,88,176
1680,992,17,5,78,390
1681,356,24,2,77,154
1682,928,23,3,37,111
1683,695,18,1,62,62
1684,207,50,2,60,120
1685,768,14,4,62,248
1686,235,50,4,13,52
1687,442,15,1,88,88
1688,355,15,3,26,78
1689,515,6,4,117,468
1690,208,27,4,76,304
1691,709,15,5,83,415
1692,853,50,2,56,112
1693,125,36,3,115,345
1694,138,8,2,65,130
1695,339,15,3,32,96
1696,537,3,4,27,108
1697,68,47,5,10,50
1698,573,13,2,44,88
1699,541,41,4,73,292
1700,383,34,3,67,201
1701,19,24,2,104,208
1702,683,40,2,68,136
1703,450,32,4,117,468
1704,74,32,2,10,20
1705,573,30,5,12,60
1706,939,49,5,76,380
1707,665,13,4,46,184
1708,276,1,3,92,276
1709,48,34,4,38,152
1710,211,15,5,98,490
1711,855,44,1,42,42
1712,920,14,1,109,109
1713,651,29,2,70,140
1714,622,34,2,102,204
1715,994,18,1,99,99
1716,695,7,5,13,65
1717,540,29,2,23,46
1718,709,31,4,100,400
1719,191,25,4,42,168
1720,315,38,5,31,155
1721,901,14,2,57,114
1722,563,8,4,12,48
1723,661,27,2,96,192
1724,780,2,2,94,188
1725,562,17,4,114,456
1726,900,37,1,32,32
1727,758,14,4,77,308
1728,113,25,5,30,150
1729,170,30,3,110,330
1730,468,29,4,52,208
1731,678,20,2,104,208
1732,921,21,2,94,188
1733,14,22,4,35,140
1734,715,35,3,50,150
1735,288,37,4,108,432
1736,907,16,3,47,141
1737,189,50,3,97,291
1738,914,49,5,20,100
1739,155,43,2,114,228
1740,567,17,2,38,76
1741,694,16,3,69,207
1742,722,2,2,76,152
1743,888,4,1,74,74
1744,471,21,3,70,210
1745,75,39,2,28,56
1746,277,34,1,55,55
1747,940,30,5,58,290
1748,645,6,2,31,62
1749,343,17,1,87,87
1750,425,39,4,66,264
1751,571,25,4,23,92
1752,511,5,1,53,53
1753,857,5,3,25,75
1754,182,20,3,106,318
1755,458,16,2,86,172
1756,918,41,4,111,444
1757,851,37,3,21,63
1758,833,40,3,64,192
1759,64,9,4,60,240
1760,839,5,5,111,555
1761,260,42,3,48,144
1762,193,2,1,42,42
1763,655,9,2,42,84
1764,616,43,3,38,114
1765,972,36,3,78,234
1766,406,22,5,79,395
1767,726,22,1,40,40
1768,754,22,2,89,178
1769,943,34,3,40,120
1770,721,29,2,98,196
1771,93,38,4,55,220
1772,430,46,3,106,318
1773,654,33,3,86,258
1774,434,18,4,61,244
1775,404,7,5,19,95
1776,434,1,3,97,291
1777,112,33,2,83,166
1778,929,1,1,50,50
1779,375,24,2,104,208
1780,59,4,5,86,430
1781,43,4,1,12,12
1782,207,18,2,68,136
1783,780,27,2,61,122
1784,296,43,4,43,172
1785,118,32,5,58,290
1786,532,33,4,37,148
1787,222,28,1,92,92
1788,166,42,4,96,384
1789,643,41,5,118,590
1790,156,36,3,105,315
1791,184,6,3,22,66
1792,90,16,1,106,106
1793,94,34,3,107,321
1794,13,23,4,106,424
1795,973,50,1,78,78
1796,834,42,5,76,380
1797,805,24,1,70,70
1798,945,49,1,69,69
1799,742,13,2,80,160
1800,834,18,2,33,66
1801,804,13,1,72,72
1802,438,49,3,95,285
1803,538,37,2,118,236
1804,587,43,5,70,350
1805,968,39,4,32,128
1806,876,42,2,39,78
1807,936,17,1,69,69
1808,811,15,3,27,81
1809,150,18,4,105,420
1810,660,23,2,65,130
1811,8,30,3,62,186
1812,29,34,3,16,48
1813,296,4,3,106,318
1814,986,3,1,78,78
1815,926,7,5,101,505
1816,721,18,3,81,243
1817,640,42,4,88,352
1818,340,7,2,61,122
1819,628,40,4,13,52
1820,439,6,1,43,43
1821,144,22,1,78,78
1822,942,1,4,42,168
1823,830,4,5,78,390
1824,747,46,1,47,47
1825,519,49,1,107,107
1826,976,50,4,35,140
1827,45,43,1,10,10
1828,955,29,5,13,65
1829,239,21,5,48,240
1830,952,26,5,63,315
1831,944,14,2,99,198
1832,155,9,5,42,210
1833,181,47,5,42,210
1834,215,12,2,81,162
1835,88,42,3,29,87
1836,256,6,1,25,25
1837,511,20,5,30,150
1838,73,24,1,54,54
1839,931,27,4,99,396
1840,179,38,1,96,96
1841,212,8,2,91,182
1842,805,1,1,71,71
1843,234,49,1,40,40
1844,465,49,1,51,51
1845,751,24,3,21,63
1846,223,47,3,74,222
1847,631,7,4,115,460
1848,825,19,2,82,164
1849,264,22,1,12,12
1850,207,35,1,99,99
1851,607,30,1,18,18
1852,885,29,1,115,115
1853,734,22,3,60,180
1854,366,11,4,25,100
1855,276,20,5,97,485
1856,380,29,2,87,174
1857,743,41,1,12,12
1858,309,42,4,107,428
1859,631,34,5,106,530
1860,268,1,4,33,132
1861,945,31,3,82,246
1862,785,30,5,22,110
1863,64,48,4,11,44
1864,810,18,3,80,240
1865,350,17,4,30,120
1866,925,38,4,28,112
1867,915,14,5,98,490
1868,494,23,3,56,168
1869,523,25,1,31,31
1870,98,15,2,84,168
1871,946,46,5,42,210
1872,71,22,3,41,123
1873,364,3,4,73,292
1874,570,19,3,94,282
1875,802,44,2,48,96
1876,763,34,2,93,186
1877,276,35,1,81,81
1878,50,50,1,51,51
1879,358,1,2,110,220
1880,728,21,5,18,90
1881,906,29,5,34,170
1882,928,6,4,98,392
1883,564,37,1,106,106
1884,783,1,4,11,44
1885,485,1,1,28,28
1886,84,27,2,119,238
1887,899,21,5,29,145
1888,805,16,5,115,575
1889,638,44,2,114,228
1890,808,40,4,115,460
1891,584,26,4,102,408
1892,296,16,3,79,237
1893,236,28,1,26,26
1894,56,1,4,98,392
1895,919,36,2,111,222
1896,360,10,4,77,308
1897,907,43,5,103,515
1898,110,17,1,93,93
1899,192,23,3,12,36
1900,904,7,1,96,96
1901,93,44,5,60,300
1902,862,7,5,91,455
1903,568,44,5,35,175
1904,60,15,5,65,325
1905,650,34,2,109,218
1906,39,46,3,73,219
1907,540,45,5,17,85
1908,49,4,5,90,450
1909,420,14,4,104,416
1910,637,14,3,46,138
1911,13,16,1,118,118
1912,992,7,3,106,318
1913,36,32,3,36,108
1914,101,19,3,54,162
1915,794,2,5,13,65
1916,86,10,5,95,475
1917,516,50,2,99,198
1918,223,17,1,105,105
1919,338,37,4,97,388
1920,960,12,3,119,357
1921,166,6,1,108,108
1922,383,22,1,46,46
1923,856,32,2,105,210
1924,895,41,4,80,320
1925,376,20,3,42,126
1926,471,1,4,40,160
1927,790,47,2,64,128
1928,642,6,5,21,105
1929,31,19,1,20,20
1930,375,18,3,97,291
1931,11,6,5,81,405
1932,988,45,2,41,82
1933,302,33,4,66,264
1934,96,23,1,47,47
1935,190,23,3,69,207
1936,453,26,5,95,475
1937,192,13,5,107,535
1938,486,7,1,28,28
1939,266,15,4,93,372
1940,424,44,2,65,130
1941,128,27,4,23,92
1942,238,26,4,42,168
1943,920,33,4,19,76
1944,355,15,1,89,89
1945,940,36,1,73,73
1946,112,45,2,73,146
1947,828,27,4,71,284
1948,446,5,1,77,77
1949,343,2,2,100,200
1950,145,33,2,101,202
1951,65,16,4,52,208
1952,247,23,3,89,267
1953,735,38,4,68,272
1954,991,16,3,61,183
1955,490,14,2,106,212
1956,825,29,1,28,28
1957,439,26,5,30,150
1958,106,35,2,31,62
1959,181,15,1,18,18
1960,184,3,2,18,36
1961,226,23,4,82,328
1962,777,29,3,36,108
1963,790,34,2,26,52
1964,909,33,1,53,53
1965,89,41,4,54,216
1966,688,41,5,17,85
1967,530,23,4,89,356
1968,371,7,3,27,81
1969,972,3,4,42,168
1970,936,32,5,10,50
1971,913,31,1,85,85
1972,399,18,2,15,30
1973,106,43,3,50,150
1974,271,7,5,64,320
1975,975,41,3,14,42
1976,831,1,4,68,272
1977,503,14,3,89,267
1978,679,32,5,27,135
1979,525,6,2,58,116
1980,849,39,2,91,182
1981,32,10,3,74,222
1982,393,7,1,92,92
1983,40,26,3,63,189
1984,660,34,4,70,280
1985,218,30,2,17,34
1986,731,36,2,12,24
1987,981,21,2,34,68
1988,82,17,1,78,78
1989,845,33,1,64,64
1990,720,10,5,49,245
1991,201,47,3,92,276
1992,447,42,3,91,273
1993,844,12,4,59,236
1994,428,16,2,104,208
1995,38,41,1,42,42
1996,211,32,4,27,108
1997,444,15,4,66,264
1998,327,27,1,112,112
1999,761,28,3,25,75
2000,227,17,2,89,178
