order_id,customer_id,order_date,status,is_completed
812,118,2024-07-02,Completed,True
813,275,2024-06-26,Completed,True
814,212,2024-10-20,Completed,True
815,225,2024-12-05,Cancelled,False
816,20,2024-05-30,Cancelled,False
817,113,2024-05-05,Returned,False
818,140,2024-10-27,Completed,True
819,47,2024-11-03,Completed,True
820,1,2024-12-01,Completed,True
821,90,2024-08-21,Completed,True
822,142,2024-01-08,Completed,True
823,38,2024-12-06,Completed,True
824,293,2024-05-08,Completed,True
825,139,2024-09-20,Completed,True
826,259,2024-06-05,Completed,True
827,161,2024-12-17,Completed,True
828,178,2024-12-23,Completed,True
829,10,2024-01-05,Cancelled,False
830,261,2024-03-26,Completed,True
831,138,2024-06-23,Completed,True
832,172,2024-10-16,Completed,True
833,13,2024-07-11,Completed,True
834,168,2024-11-06,Completed,True
835,130,2024-04-28,Completed,True
836,84,2024-08-05,Completed,True
837,101,2024-04-23,Completed,True
838,273,2024-05-24,Completed,True
839,265,2024-01-26,Completed,True
840,38,2024-05-15,Completed,True
841,94,2024-10-29,Completed,True
842,95,2024-08-19,Completed,True
843,69,2024-03-16,Returned,False
844,236,2024-11-23,Completed,True
845,137,2024-12-10,Completed,True
846,76,2024-10-28,Completed,True
847,35,2024-10-15,Completed,True
848,1,2024-01-01,Completed,True
849,296,2024-05-26,Completed,True
850,60,2024-10-13,Returned,False
851,267,2024-05-21,Completed,True
852,229,2024-02-22,Completed,True
853,270,2024-10-30,Completed,True
854,286,2024-03-09,Completed,True
855,291,2024-12-26,Completed,True
856,213,2024-03-30,Completed,True
857,165,2024-08-07,Completed,True
858,5,2024-07-10,Completed,True
859,78,2024-03-03,Completed,True
860,62,2024-03-13,Returned,False
861,132,2024-06-09,Completed,True
862,89,2024-06-17,Returned,False
863,237,2024-03-29,Completed,True
864,42,2024-06-24,Cancelled,False
865,89,2024-09-25,Completed,True
866,296,2024-03-13,Cancelled,False
867,295,2024-09-01,Returned,False
868,104,2024-03-17,Completed,True
869,14,2024-06-07,Returned,False
870,288,2024-11-19,Completed,True
871,179,2024-04-07,Completed,True
872,125,2024-04-11,Completed,True
873,23,2024-05-11,Completed,True
874,63,2024-04-11,Completed,True
875,143,2024-01-19,Completed,True
876,153,2024-03-22,Completed,True
877,145,2024-10-05,Completed,True
878,225,2024-12-04,Cancelled,False
879,104,2024-12-30,Completed,True
880,104,2024-11-26,Completed,True
881,39,2024-05-08,Completed,True
882,198,2024-12-09,Completed,True
883,134,2024-11-05,Completed,True
884,67,2024-03-29,Completed,True
885,179,2024-07-31,Completed,True
886,42,2024-05-22,Returned,False
887,15,2024-03-05,Completed,True
888,111,2024-03-16,Completed,True
889,157,2024-07-17,Completed,True
890,289,2024-05-22,Completed,True
891,231,2024-11-11,Completed,True
892,157,2024-04-02,Completed,True
893,38,2024-10-31,Completed,True
894,97,2024-08-11,Completed,True
895,289,2024-10-17,Returned,False
896,254,2024-04-11,Cancelled,False
897,196,2024-09-23,Completed,True
898,86,2024-12-20,Completed,True
899,10,2024-04-19,Completed,True
900,5,2024-11-25,Completed,True
901,123,2024-09-21,Completed,True
902,118,2024-01-03,Completed,True
903,294,2024-03-25,Completed,True
904,159,2024-10-08,Completed,True
905,228,2024-11-23,Completed,True
906,216,2024-10-30,Returned,False
907,184,2024-04-26,Returned,False
908,15,2024-08-08,Completed,True
909,157,2024-06-02,Completed,True
910,136,2024-06-01,Cancelled,False
911,261,2024-01-12,Completed,True
912,157,2024-05-12,Completed,True
913,47,2024-10-30,Completed,True
914,173,2024-10-19,Completed,True
915,130,2024-10-26,Completed,True
916,95,2024-08-15,Cancelled,False
917,115,2024-09-27,Returned,False
918,243,2024-02-12,Completed,True
919,292,2024-12-08,Completed,True
920,282,2024-11-21,Returned,False
921,299,2024-10-28,Completed,True
922,283,2024-12-29,Cancelled,False
923,69,2024-01-21,Completed,True
924,148,2024-04-16,Completed,True
925,11,2024-12-01,Completed,True
926,254,2024-10-29,Completed,True
927,38,2024-04-26,Completed,True
928,134,2024-05-03,Completed,True
929,200,2024-10-07,Completed,True
930,23,2024-10-18,Completed,True
931,218,2024-07-21,Completed,True
932,141,2024-02-20,Cancelled,False
933,104,2024-09-27,Returned,False
934,210,2024-11-19,Completed,True
935,111,2024-10-03,Cancelled,False
936,104,2024-05-20,Completed,True
937,171,2024-10-01,Completed,True
938,133,2024-10-16,Returned,False
939,293,2024-11-29,Completed,True
940,127,2024-02-21,Completed,True
941,106,2024-01-27,Cancelled,False
942,92,2024-06-05,Completed,True
943,287,2024-08-26,Cancelled,False
944,51,2024-06-04,Cancelled,False
945,29,2024-10-17,Completed,True
946,296,2024-05-15,Cancelled,False
947,297,2024-05-23,Completed,True
948,214,2024-04-15,Completed,True
949,267,2024-06-06,Completed,True
950,257,2024-05-25,Returned,False
951,101,2024-01-02,Completed,True
952,110,2024-03-17,Completed,True
953,182,2024-05-11,Completed,True
954,1,2024-03-30,Completed,True
955,55,2024-12-10,Completed,True
956,149,2024-12-15,Completed,True
957,137,2024-09-19,Completed,True
958,202,2024-12-16,Completed,True
959,117,2024-04-17,Cancelled,False
960,154,2024-03-14,Completed,True
961,291,2024-02-08,Completed,True
962,63,2024-06-07,Returned,False
963,244,2024-03-11,Completed,True
964,25,2024-11-07,Returned,False
965,90,2024-08-28,Completed,True
966,75,2024-10-24,Cancelled,False
967,294,2024-02-05,Completed,True
968,210,2024-03-24,Completed,True
969,17,2024-09-19,Completed,True
970,128,2024-11-05,Cancelled,False
971,251,2024-06-20,Completed,True
972,179,2024-06-21,Completed,True
973,182,2024-12-27,Completed,True
974,152,2024-02-16,Completed,True
975,25,2024-05-20,Completed,True
976,180,2024-04-27,Completed,True
977,198,2024-10-03,Cancelled,False
978,161,2024-08-01,Completed,True
979,177,2024-08-07,Completed,True
980,285,2024-01-26,Completed,True
981,63,2024-01-09,Completed,True
982,150,2024-09-27,Completed,True
983,154,2024-01-10,Completed,True
984,156,2024-04-30,Completed,True
985,49,2024-05-04,Completed,True
986,84,2024-06-18,Completed,True
987,177,2024-03-12,Cancelled,False
988,148,2024-05-31,Returned,False
989,118,2024-07-26,Completed,True
990,63,2024-02-18,Returned,False
991,189,2024-06-02,Completed,True
992,49,2024-12-12,Completed,True
993,257,2024-10-19,Completed,True
994,224,2024-03-08,Completed,True
995,141,2024-02-19,Completed,True
996,215,2024-05-31,Completed,True
997,211,2024-01-19,Completed,True
998,32,2024-04-09,Completed,True
999,158,2024-02-29,Completed,True
1000,285,2024-06-15,Completed,True
