order_item_id,order_id,order_date,order_month,order_year,status,is_completed,customer_id,country,signup_date,product_id,product_name,category,quantity,price,revenue
510,764,2024-06-19,2024-06-01,2024,Completed,True,109,Italy,2023-09-02,35,Product_35,Skin,5,96,480
511,872,2024-04-11,2024-04-01,2024,Completed,True,125,France,2023-05-07,22,Product_22,Makeup,2,80,160
512,322,2024-02-21,2024-02-01,2024,Completed,True,215,Germany,2024-02-15,1,Product_1,Body,2,65,130
513,567,2024-03-12,2024-03-01,2024,Completed,True,272,Italy,2023-05-21,20,Product_20,Hair,1,32,32
514,456,2024-12-19,2024-12-01,2024,Completed,True,268,France,2023-05-10,22,Product_22,Makeup,5,117,585
515,944,2024-06-04,2024-06-01,2024,Cancelled,False,51,Germany,2024-02-03,48,Product_48,Hair,5,34,170
516,603,2024-10-15,2024-10-01,2024,Completed,True,177,Spain,2024-02-27,11,Product_11,Makeup,2,100,200
517,790,2024-02-04,2024-02-01,2024,Completed,True,137,France,2023-04-15,13,Product_13,Skin,2,114,228
518,613,2024-06-22,2024-06-01,2024,Completed,True,6,Italy,2023-07-13,42,Product_42,Skin,2,15,30
519,155,2024-09-23,2024-09-01,2024,Completed,True,152,Morocco,2023-09-15,3,Product_3,Hair,3,43,129
520,889,2024-07-17,2024-07-01,2024,Completed,True,157,Morocco,2024-04-07,9,Product_9,Makeup,4,72,288
521,349,2024-03-01,2024-03-01,2024,Completed,True,158,Italy,2024-01-02,12,Product_12,Skin,3,18,54
522,451,2024-04-22,2024-04-01,2024,Completed,True,152,Morocco,2023-09-15,23,Product_23,Body,5,69,345
523,876,2024-03-22,2024-03-01,2024,Completed,True,153,Germany,2023-06-13,14,Product_14,Body,1,58,58
524,653,2024-08-30,2024-08-01,2024,Cancelled,False,252,Germany,2023-12-28,33,Product_33,Hair,4,106,424
525,173,2024-09-06,2024-09-01,2024,Completed,True,54,Morocco,2023-06-12,18,Product_18,Makeup,1,60,60
526,10,2024-04-22,2024-04-01,2024,Completed,True,88,Italy,2023-12-09,49,Product_49,Makeup,5,69,345
527,740,2024-12-10,2024-12-01,2024,Completed,True,238,Spain,2024-02-29,41,Product_41,Skin,5,79,395
528,265,2024-12-14,2024-12-01,2024,Returned,False,97,Spain,2023-12-17,9,Product_9,Makeup,1,46,46
529,438,2024-06-06,2024-06-01,2024,Completed,True,196,Spain,2023-09-16,23,Product_23,Body,1,40,40
530,760,2024-09-13,2024-09-01,2024,Returned,False,25,Italy,2023-01-31,10,Product_10,Hair,1,107,107
531,247,2024-08-10,2024-08-01,2024,Completed,True,277,Germany,2023-07-19,19,Product_19,Makeup,5,50,250
532,667,2024-03-22,2024-03-01,2024,Returned,False,138,Morocco,2024-02-29,47,Product_47,Hair,2,71,142
533,546,2024-02-19,2024-02-01,2024,Completed,True,173,Morocco,2024-04-28,5,Product_5,Skin,1,102,102
534,499,2024-08-13,2024-08-01,2024,Completed,True,76,Spain,2023-02-07,47,Product_47,Hair,4,67,268
535,129,2024-12-07,2024-12-01,2024,Completed,True,284,Morocco,2023-08-22,23,Product_23,Body,5,23,115
536,672,2024-11-07,2024-11-01,2024,Completed,True,262,Morocco,2023-10-03,30,Product_30,Hair,3,45,135
537,601,2024-01-02,2024-01-01,2024,Completed,True,224,France,2023-06-12,25,Product_25,Hair,3,45,135
538,605,2024-03-17,2024-03-01,2024,Completed,True,282,France,2024-05-06,28,Product_28,Hair,4,88,352
539,327,2024-12-14,2024-12-01,2024,Cancelled,False,190,Spain,2023-10-20,34,Product_34,Hair,2,17,34
540,753,2024-09-26,2024-09-01,2024,Completed,True,86,Morocco,2024-02-17,45,Product_45,Body,1,35,35
541,835,2024-04-28,2024-04-01,2024,Completed,True,130,Spain,2023-07-26,48,Product_48,Hair,5,45,225
542,980,2024-01-26,2024-01-01,2024,Completed,True,285,Spain,2023-07-21,47,Product_47,Hair,1,57,57
543,404,2024-12-12,2024-12-01,2024,Completed,True,250,Germany,2023-06-07,25,Product_25,Hair,5,94,470
544,629,2024-11-23,2024-11-01,2024,Completed,True,260,Italy,2024-03-11,10,Product_10,Hair,3,37,111
545,606,2024-04-25,2024-04-01,2024,Completed,True,63,Spain,2024-03-03,14,Product_14,Body,1,77,77
546,675,2024-05-10,2024-05-01,2024,Completed,True,126,France,2023-07-24,42,Product_42,Skin,4,71,284
547,611,2024-12-24,2024-12-01,2024,Completed,True,105,France,2023-03-08,46,Product_46,Makeup,2,89,178
548,625,2024-08-10,2024-08-01,2024,Completed,True,1,Spain,2023-05-15,30,Product_30,Hair,4,95,380
549,359,2024-04-29,2024-04-01,2024,Completed,True,127,Italy,2023-01-29,41,Product_41,Skin,2,85,170
550,603,2024-10-15,2024-10-01,2024,Completed,True,177,Spain,2024-02-27,25,Product_25,Hair,1,89,89
551,858,2024-07-10,2024-07-01,2024,Completed,True,5,Italy,2024-02-05,14,Product_14,Body,1,60,60
552,718,2024-10-08,2024-10-01,2024,Completed,True,61,Germany,2023-11-29,35,Product_35,Skin,2,113,226
553,17,2024-02-24,2024-02-01,2024,Completed,True,192,Italy,2023-08-10,48,Product_48,Hair,3,111,333
554,274,2024-09-07,2024-09-01,2024,Completed,True,220,France,2024-01-29,34,Product_34,Hair,5,51,255
555,685,2024-07-31,2024-07-01,2024,Completed,True,184,France,2024-04-21,10,Product_10,Hair,4,110,440
556,116,2024-05-07,2024-05-01,2024,Returned,False,96,Germany,2024-01-31,35,Product_35,Skin,4,38,152
557,861,2024-06-09,2024-06-01,2024,Completed,True,132,Germany,2023-10-07,11,Product_11,Makeup,4,91,364
558,980,2024-01-26,2024-01-01,2024,Completed,True,285,Spain,2023-07-21,11,Product_11,Makeup,1,19,19
559,693,2024-05-31,2024-05-01,2024,Completed,True,122,Germany,2023-06-10,21,Product_21,Hair,4,115,460
560,91,2024-05-07,2024-05-01,2024,Completed,True,33,Italy,2023-04-11,21,Product_21,Hair,5,48,240
561,82,2024-12-07,2024-12-01,2024,Cancelled,False,163,Spain,2023-07-27,22,Product_22,Makeup,5,91,455
562,324,2024-02-28,2024-02-01,2024,Returned,False,153,Germany,2023-06-13,45,Product_45,Body,2,10,20
563,961,2024-02-08,2024-02-01,2024,Completed,True,291,Morocco,2023-01-29,7,Product_7,Hair,1,48,48
564,114,2024-11-21,2024-11-01,2024,Completed,True,241,Morocco,2024-01-22,17,Product_17,Hair,5,30,150
565,769,2024-04-30,2024-04-01,2024,Completed,True,34,Morocco,2024-01-03,2,Product_2,Skin,3,74,222
566,58,2024-06-09,2024-06-01,2024,Returned,False,270,Spain,2023-09-17,12,Product_12,Skin,1,24,24
567,154,2024-05-28,2024-05-01,2024,Completed,True,172,Italy,2023-07-18,42,Product_42,Skin,1,13,13
568,877,2024-10-05,2024-10-01,2024,Completed,True,145,France,2023-06-07,18,Product_18,Makeup,5,69,345
569,404,2024-12-12,2024-12-01,2024,Completed,True,250,Germany,2023-06-07,11,Product_11,Makeup,3,70,210
570,628,2024-09-20,2024-09-01,2024,Completed,True,205,Morocco,2023-10-24,16,Product_16,Makeup,2,29,58
571,855,2024-12-26,2024-12-01,2024,Completed,True,291,Morocco,2023-01-29,49,Product_49,Makeup,5,19,95
572,266,2024-07-28,2024-07-01,2024,Completed,True,284,Morocco,2023-08-22,18,Product_18,Makeup,3,96,288
573,315,2024-12-09,2024-12-01,2024,Completed,True,173,Morocco,2024-04-28,35,Product_35,Skin,1,114,114
574,715,2024-01-21,2024-01-01,2024,Completed,True,56,Italy,2023-04-07,26,Product_26,Makeup,3,43,129
575,41,2024-04-06,2024-04-01,2024,Completed,True,265,Italy,2023-03-29,16,Product_16,Makeup,1,119,119
576,105,2024-08-22,2024-08-01,2024,Completed,True,218,Germany,2024-04-12,6,Product_6,Body,5,57,285
577,901,2024-09-21,2024-09-01,2024,Completed,True,123,Spain,2024-03-14,44,Product_44,Body,5,42,210
578,890,2024-05-22,2024-05-01,2024,Completed,True,289,Italy,2023-05-28,43,Product_43,Hair,4,107,428
579,193,2024-02-08,2024-02-01,2024,Completed,True,144,France,2023-06-22,47,Product_47,Hair,4,112,448
580,401,2024-02-09,2024-02-01,2024,Completed,True,290,Germany,2024-04-02,47,Product_47,Hair,4,70,280
581,278,2024-09-30,2024-09-01,2024,Completed,True,99,Italy,2024-01-09,48,Product_48,Hair,5,19,95
582,354,2024-08-03,2024-08-01,2024,Completed,True,92,Spain,2023-09-01,42,Product_42,Skin,2,63,126
583,749,2024-10-13,2024-10-01,2024,Returned,False,202,Spain,2023-02-18,12,Product_12,Skin,5,93,465
584,937,2024-10-01,2024-10-01,2024,Completed,True,171,Italy,2023-07-09,13,Product_13,Skin,3,74,222
585,733,2024-01-14,2024-01-01,2024,Completed,True,216,Italy,2023-01-08,4,Product_4,Body,5,86,430
586,580,2024-10-27,2024-10-01,2024,Cancelled,False,192,Italy,2023-08-10,39,Product_39,Hair,5,10,50
587,709,2024-05-04,2024-05-01,2024,Returned,False,282,France,2024-05-06,2,Product_2,Skin,1,14,14
588,256,2024-04-07,2024-04-01,2024,Completed,True,38,Morocco,2024-05-03,26,Product_26,Makeup,1,89,89
589,651,2024-01-25,2024-01-01,2024,Cancelled,False,103,Italy,2023-03-22,27,Product_27,Makeup,1,24,24
590,824,2024-05-08,2024-05-01,2024,Completed,True,293,Germany,2023-11-04,27,Product_27,Makeup,5,37,185
591,947,2024-05-23,2024-05-01,2024,Completed,True,297,Germany,2023-12-23,15,Product_15,Makeup,2,104,208
592,661,2024-04-28,2024-04-01,2024,Completed,True,247,Spain,2024-05-12,8,Product_8,Body,3,32,96
593,99,2024-08-24,2024-08-01,2024,Returned,False,35,Spain,2023-11-14,7,Product_7,Hair,3,118,354
594,588,2024-02-10,2024-02-01,2024,Cancelled,False,253,Morocco,2023-05-19,47,Product_47,Hair,2,116,232
595,282,2024-10-28,2024-10-01,2024,Completed,True,181,Spain,2023-10-27,46,Product_46,Makeup,2,26,52
596,883,2024-11-05,2024-11-01,2024,Completed,True,134,Italy,2023-08-28,40,Product_40,Hair,3,107,321
597,403,2024-02-09,2024-02-01,2024,Completed,True,223,Spain,2023-12-15,12,Product_12,Skin,4,22,88
598,109,2024-04-18,2024-04-01,2024,Completed,True,15,Morocco,2023-09-01,13,Product_13,Skin,1,23,23
599,700,2024-12-19,2024-12-01,2024,Completed,True,1,Spain,2023-05-15,43,Product_43,Hair,1,20,20
600,199,2024-04-11,2024-04-01,2024,Completed,True,148,Morocco,2024-04-02,17,Product_17,Hair,3,37,111
601,303,2024-07-11,2024-07-01,2024,Completed,True,155,France,2024-01-26,17,Product_17,Hair,2,51,102
602,327,2024-12-14,2024-12-01,2024,Cancelled,False,190,Spain,2023-10-20,36,Product_36,Skin,4,105,420
603,154,2024-05-28,2024-05-01,2024,Completed,True,172,Italy,2023-07-18,21,Product_21,Hair,3,108,324
604,552,2024-02-15,2024-02-01,2024,Completed,True,229,France,2023-04-05,8,Product_8,Body,1,70,70
605,645,2024-07-06,2024-07-01,2024,Completed,True,112,Germany,2024-04-25,5,Product_5,Skin,5,73,365
606,405,2024-08-24,2024-08-01,2024,Completed,True,147,Germany,2024-05-08,26,Product_26,Makeup,2,40,80
607,462,2024-03-14,2024-03-01,2024,Returned,False,273,Germany,2023-08-16,16,Product_16,Makeup,5,90,450
608,132,2024-10-13,2024-10-01,2024,Completed,True,45,Italy,2023-10-11,36,Product_36,Skin,3,82,246
609,791,2024-07-16,2024-07-01,2024,Returned,False,247,Spain,2024-05-12,28,Product_28,Hair,1,19,19
610,874,2024-04-11,2024-04-01,2024,Completed,True,63,Spain,2024-03-03,29,Product_29,Makeup,4,17,68
611,84,2024-10-06,2024-10-01,2024,Completed,True,261,Morocco,2023-10-31,47,Product_47,Hair,5,30,150
612,399,2024-11-18,2024-11-01,2024,Completed,True,246,Germany,2023-09-06,12,Product_12,Skin,4,86,344
613,754,2024-03-20,2024-03-01,2024,Completed,True,126,France,2023-07-24,37,Product_37,Makeup,1,68,68
614,628,2024-09-20,2024-09-01,2024,Completed,True,205,Morocco,2023-10-24,30,Product_30,Hair,5,59,295
615,109,2024-04-18,2024-04-01,2024,Completed,True,15,Morocco,2023-09-01,23,Product_23,Body,4,78,312
616,221,2024-07-18,2024-07-01,2024,Completed,True,9,Morocco,2023-08-09,16,Product_16,Makeup,4,79,316
617,904,2024-10-08,2024-10-01,2024,Completed,True,159,France,2023-02-07,14,Product_14,Body,5,39,195
618,553,2024-01-15,2024-01-01,2024,Completed,True,164,Germany,2024-03-25,10,Product_10,Hair,1,104,104
619,368,2024-05-02,2024-05-01,2024,Completed,True,118,Morocco,2023-04-19,7,Product_7,Hair,4,26,104
620,147,2024-12-28,2024-12-01,2024,Completed,True,233,Spain,2023-05-29,45,Product_45,Body,3,84,252
621,112,2024-10-19,2024-10-01,2024,Completed,True,63,Spain,2024-03-03,37,Product_37,Makeup,5,29,145
622,615,2024-05-22,2024-05-01,2024,Completed,True,133,Germany,2023-05-31,29,Product_29,Makeup,2,57,114
623,558,2024-08-23,2024-08-01,2024,Completed,True,233,Spain,2023-05-29,3,Product_3,Hair,2,82,164
624,924,2024-04-16,2024-04-01,2024,Completed,True,148,Morocco,2024-04-02,15,Product_15,Makeup,1,11,11
625,494,2024-02-02,2024-02-01,2024,Completed,True,215,Germany,2024-02-15,36,Product_36,Skin,3,46,138
626,505,2024-10-11,2024-10-01,2024,Completed,True,174,Italy,2023-08-09,47,Product_47,Hair,4,10,40
627,475,2024-08-06,2024-08-01,2024,Cancelled,False,223,Spain,2023-12-15,46,Product_46,Makeup,2,13,26
628,836,2024-08-05,2024-08-01,2024,Completed,True,84,France,2023-04-06,19,Product_19,Makeup,1,109,109
629,890,2024-05-22,2024-05-01,2024,Completed,True,289,Italy,2023-05-28,13,Product_13,Skin,3,63,189
630,271,2024-08-14,2024-08-01,2024,Completed,True,49,Spain,2024-01-28,42,Product_42,Skin,3,34,102
631,995,2024-02-19,2024-02-01,2024,Completed,True,141,Germany,2024-05-11,21,Product_21,Hair,1,12,12
632,421,2024-12-10,2024-12-01,2024,Completed,True,65,France,2023-08-31,37,Product_37,Makeup,1,18,18
633,897,2024-09-23,2024-09-01,2024,Completed,True,196,Spain,2023-09-16,27,Product_27,Makeup,4,95,380
634,707,2024-07-04,2024-07-01,2024,Completed,True,218,Germany,2024-04-12,29,Product_29,Makeup,1,96,96
635,367,2024-11-18,2024-11-01,2024,Completed,True,126,France,2023-07-24,20,Product_20,Hair,4,85,340
636,280,2024-08-14,2024-08-01,2024,Completed,True,37,Italy,2023-08-29,25,Product_25,Hair,4,83,332
637,283,2024-01-29,2024-01-01,2024,Cancelled,False,95,Spain,2023-11-23,6,Product_6,Body,5,43,215
638,40,2024-02-20,2024-02-01,2024,Completed,True,242,France,2023-12-02,36,Product_36,Skin,3,52,156
639,959,2024-04-17,2024-04-01,2024,Cancelled,False,117,Spain,2024-04-15,2,Product_2,Skin,3,83,249
640,189,2024-03-01,2024-03-01,2024,Returned,False,280,Italy,2023-01-31,22,Product_22,Makeup,3,103,309
641,164,2024-11-05,2024-11-01,2024,Completed,True,113,Spain,2024-04-12,32,Product_32,Body,5,31,155
642,994,2024-03-08,2024-03-01,2024,Completed,True,224,France,2023-06-12,16,Product_16,Makeup,4,79,316
643,989,2024-07-26,2024-07-01,2024,Completed,True,118,Morocco,2023-04-19,18,Product_18,Makeup,4,11,44
644,536,2024-01-27,2024-01-01,2024,Completed,True,148,Morocco,2024-04-02,5,Product_5,Skin,1,103,103
645,536,2024-01-27,2024-01-01,2024,Completed,True,148,Morocco,2024-04-02,36,Product_36,Skin,5,75,375
646,4,2024-01-19,2024-01-01,2024,Completed,True,72,France,2023-10-30,30,Product_30,Hair,1,41,41
647,835,2024-04-28,2024-04-01,2024,Completed,True,130,Spain,2023-07-26,45,Product_45,Body,5,115,575
648,290,2024-08-26,2024-08-01,2024,Completed,True,256,Germany,2023-06-03,19,Product_19,Makeup,1,25,25
649,953,2024-05-11,2024-05-01,2024,Completed,True,182,Italy,2023-05-13,23,Product_23,Body,2,85,170
650,433,2024-09-05,2024-09-01,2024,Completed,True,264,France,2023-01-02,34,Product_34,Hair,3,10,30
651,471,2024-07-14,2024-07-01,2024,Completed,True,76,Spain,2023-02-07,13,Product_13,Skin,3,81,243
652,181,2024-07-19,2024-07-01,2024,Completed,True,160,France,2023-05-11,43,Product_43,Hair,4,57,228
653,248,2024-04-12,2024-04-01,2024,Completed,True,135,France,2023-09-23,29,Product_29,Makeup,2,59,118
654,628,2024-09-20,2024-09-01,2024,Completed,True,205,Morocco,2023-10-24,36,Product_36,Skin,3,22,66
655,279,2024-04-05,2024-04-01,2024,Returned,False,233,Spain,2023-05-29,22,Product_22,Makeup,4,24,96
656,877,2024-10-05,2024-10-01,2024,Completed,True,145,France,2023-06-07,47,Product_47,Hair,2,62,124
657,581,2024-08-04,2024-08-01,2024,Completed,True,145,France,2023-06-07,36,Product_36,Skin,3,53,159
658,863,2024-03-29,2024-03-01,2024,Completed,True,237,Italy,2023-06-27,9,Product_9,Makeup,1,17,17
659,254,2024-07-06,2024-07-01,2024,Completed,True,238,Spain,2024-02-29,39,Product_39,Hair,5,83,415
660,181,2024-07-19,2024-07-01,2024,Completed,True,160,France,2023-05-11,19,Product_19,Makeup,2,55,110
661,830,2024-03-26,2024-03-01,2024,Completed,True,261,Morocco,2023-10-31,38,Product_38,Makeup,4,78,312
662,681,2024-12-18,2024-12-01,2024,Completed,True,151,Germany,2023-06-06,6,Product_6,Body,2,28,56
663,825,2024-09-20,2024-09-01,2024,Completed,True,139,France,2024-03-08,47,Product_47,Hair,4,47,188
664,509,2024-05-09,2024-05-01,2024,Cancelled,False,283,Italy,2023-01-21,15,Product_15,Makeup,2,20,40
665,761,2024-05-12,2024-05-01,2024,Cancelled,False,68,Morocco,2023-12-02,20,Product_20,Hair,4,52,208
666,700,2024-12-19,2024-12-01,2024,Completed,True,1,Spain,2023-05-15,9,Product_9,Makeup,3,29,87
667,566,2024-12-09,2024-12-01,2024,Completed,True,224,France,2023-06-12,32,Product_32,Body,1,29,29
668,326,2024-05-27,2024-05-01,2024,Completed,True,63,Spain,2024-03-03,4,Product_4,Body,3,30,90
669,357,2024-08-14,2024-08-01,2024,Completed,True,117,Spain,2024-04-15,50,Product_50,Skin,1,91,91
670,825,2024-09-20,2024-09-01,2024,Completed,True,139,France,2024-03-08,18,Product_18,Makeup,3,66,198
671,650,2024-01-12,2024-01-01,2024,Completed,True,75,Spain,2023-07-03,5,Product_5,Skin,3,59,177
672,680,2024-07-25,2024-07-01,2024,Completed,True,249,Italy,2023-06-02,20,Product_20,Hair,2,83,166
673,391,2024-04-23,2024-04-01,2024,Completed,True,39,Morocco,2024-02-15,23,Product_23,Body,5,107,535
674,615,2024-05-22,2024-05-01,2024,Completed,True,133,Germany,2023-05-31,11,Product_11,Makeup,4,35,140
675,934,2024-11-19,2024-11-01,2024,Completed,True,210,Morocco,2023-05-07,37,Product_37,Makeup,4,39,156
676,85,2024-03-21,2024-03-01,2024,Completed,True,231,Morocco,2024-02-18,22,Product_22,Makeup,4,82,328
677,317,2024-03-02,2024-03-01,2024,Completed,True,264,France,2023-01-02,4,Product_4,Body,1,119,119
678,212,2024-11-13,2024-11-01,2024,Completed,True,252,Germany,2023-12-28,29,Product_29,Makeup,4,40,160
679,515,2024-12-02,2024-12-01,2024,Completed,True,136,Spain,2023-07-01,44,Product_44,Body,4,51,204
680,384,2024-06-24,2024-06-01,2024,Completed,True,220,France,2024-01-29,34,Product_34,Hair,2,77,154
681,691,2024-12-29,2024-12-01,2024,Completed,True,160,France,2023-05-11,13,Product_13,Skin,3,70,210
682,342,2024-02-16,2024-02-01,2024,Completed,True,196,Spain,2023-09-16,42,Product_42,Skin,4,70,280
683,815,2024-12-05,2024-12-01,2024,Cancelled,False,225,Morocco,2023-03-02,9,Product_9,Makeup,5,79,395
684,964,2024-11-07,2024-11-01,2024,Returned,False,25,Italy,2023-01-31,42,Product_42,Skin,4,87,348
685,988,2024-05-31,2024-05-01,2024,Returned,False,148,Morocco,2024-04-02,31,Product_31,Body,1,77,77
686,844,2024-11-23,2024-11-01,2024,Completed,True,236,Morocco,2023-01-02,7,Product_7,Hair,1,99,99
687,38,2024-08-16,2024-08-01,2024,Completed,True,89,Morocco,2024-03-04,4,Product_4,Body,1,112,112
688,511,2024-03-24,2024-03-01,2024,Completed,True,194,Morocco,2024-03-12,19,Product_19,Makeup,4,26,104
689,420,2024-02-14,2024-02-01,2024,Completed,True,268,France,2023-05-10,42,Product_42,Skin,2,28,56
690,751,2024-07-13,2024-07-01,2024,Completed,True,273,Germany,2023-08-16,30,Product_30,Hair,5,60,300
691,169,2024-09-02,2024-09-01,2024,Completed,True,113,Spain,2024-04-12,31,Product_31,Body,4,79,316
692,965,2024-08-28,2024-08-01,2024,Completed,True,90,Italy,2023-08-23,35,Product_35,Skin,2,72,144
693,909,2024-06-02,2024-06-01,2024,Completed,True,157,Morocco,2024-04-07,21,Product_21,Hair,2,102,204
694,343,2024-08-02,2024-08-01,2024,Completed,True,262,Morocco,2023-10-03,31,Product_31,Body,4,84,336
695,826,2024-06-05,2024-06-01,2024,Completed,True,259,Spain,2024-03-15,19,Product_19,Makeup,4,89,356
696,306,2024-12-09,2024-12-01,2024,Completed,True,299,France,2023-03-02,31,Product_31,Body,2,39,78
697,542,2024-01-08,2024-01-01,2024,Returned,False,58,Morocco,2023-12-05,32,Product_32,Body,2,34,68
698,702,2024-03-06,2024-03-01,2024,Completed,True,233,Spain,2023-05-29,2,Product_2,Skin,2,113,226
699,869,2024-06-07,2024-06-01,2024,Returned,False,14,Italy,2023-01-04,10,Product_10,Hair,4,84,336
700,537,2024-03-12,2024-03-01,2024,Completed,True,1,Spain,2023-05-15,2,Product_2,Skin,2,80,160
701,112,2024-10-19,2024-10-01,2024,Completed,True,63,Spain,2024-03-03,2,Product_2,Skin,1,35,35
702,411,2024-06-16,2024-06-01,2024,Completed,True,247,Spain,2024-05-12,24,Product_24,Hair,4,65,260
703,947,2024-05-23,2024-05-01,2024,Completed,True,297,Germany,2023-12-23,17,Product_17,Hair,1,31,31
704,206,2024-01-17,2024-01-01,2024,Completed,True,129,France,2024-03-29,32,Product_32,Body,3,98,294
705,185,2024-10-22,2024-10-01,2024,Completed,True,184,France,2024-04-21,16,Product_16,Makeup,4,28,112
706,382,2024-11-23,2024-11-01,2024,Completed,True,185,France,2023-06-07,16,Product_16,Makeup,3,40,120
707,496,2024-03-19,2024-03-01,2024,Completed,True,235,France,2023-09-24,46,Product_46,Makeup,2,35,70
708,379,2024-08-13,2024-08-01,2024,Completed,True,154,Morocco,2023-05-27,39,Product_39,Hair,2,51,102
709,47,2024-03-18,2024-03-01,2024,Completed,True,81,Spain,2023-05-15,31,Product_31,Body,5,50,250
710,886,2024-05-22,2024-05-01,2024,Returned,False,42,Italy,2024-01-07,43,Product_43,Hair,2,109,218
711,740,2024-12-10,2024-12-01,2024,Completed,True,238,Spain,2024-02-29,24,Product_24,Hair,3,32,96
712,551,2024-11-11,2024-11-01,2024,Completed,True,252,Germany,2023-12-28,1,Product_1,Body,2,56,112
713,528,2024-06-11,2024-06-01,2024,Completed,True,39,Morocco,2024-02-15,11,Product_11,Makeup,4,22,88
714,504,2024-09-27,2024-09-01,2024,Completed,True,7,Spain,2024-04-07,21,Product_21,Hair,2,98,196
715,22,2024-06-10,2024-06-01,2024,Completed,True,236,Morocco,2023-01-02,4,Product_4,Body,5,75,375
716,213,2024-03-20,2024-03-01,2024,Completed,True,144,France,2023-06-22,7,Product_7,Hair,2,75,150
717,310,2024-03-01,2024-03-01,2024,Completed,True,170,Morocco,2023-09-07,26,Product_26,Makeup,3,25,75
718,661,2024-04-28,2024-04-01,2024,Completed,True,247,Spain,2024-05-12,47,Product_47,Hair,3,82,246
719,968,2024-03-24,2024-03-01,2024,Completed,True,210,Morocco,2023-05-07,50,Product_50,Skin,2,37,74
720,753,2024-09-26,2024-09-01,2024,Completed,True,86,Morocco,2024-02-17,12,Product_12,Skin,3,86,258
721,272,2024-06-18,2024-06-01,2024,Completed,True,17,Morocco,2023-06-15,31,Product_31,Body,3,44,132
722,571,2024-03-12,2024-03-01,2024,Completed,True,164,Germany,2024-03-25,17,Product_17,Hair,5,50,250
723,799,2024-10-02,2024-10-01,2024,Completed,True,220,France,2024-01-29,33,Product_33,Hair,4,86,344
724,938,2024-10-16,2024-10-01,2024,Returned,False,133,Germany,2023-05-31,11,Product_11,Makeup,5,40,200
725,202,2024-10-01,2024-10-01,2024,Completed,True,148,Morocco,2024-04-02,28,Product_28,Hair,1,94,94
726,32,2024-11-18,2024-11-01,2024,Completed,True,244,Italy,2023-07-15,32,Product_32,Body,5,41,205
727,443,2024-07-24,2024-07-01,2024,Completed,True,249,Italy,2023-06-02,1,Product_1,Body,2,63,126
728,162,2024-08-19,2024-08-01,2024,Returned,False,268,France,2023-05-10,47,Product_47,Hair,4,107,428
729,767,2024-03-04,2024-03-01,2024,Completed,True,228,Germany,2023-10-12,28,Product_28,Hair,2,81,162
730,254,2024-07-06,2024-07-01,2024,Completed,True,238,Spain,2024-02-29,42,Product_42,Skin,1,68,68
731,521,2024-03-24,2024-03-01,2024,Completed,True,252,Germany,2023-12-28,7,Product_7,Hair,4,50,200
732,977,2024-10-03,2024-10-01,2024,Cancelled,False,198,Germany,2023-05-02,2,Product_2,Skin,3,75,225
733,651,2024-01-25,2024-01-01,2024,Cancelled,False,103,Italy,2023-03-22,42,Product_42,Skin,5,111,555
734,480,2024-01-22,2024-01-01,2024,Completed,True,25,Italy,2023-01-31,24,Product_24,Hair,2,105,210
735,10,2024-04-22,2024-04-01,2024,Completed,True,88,Italy,2023-12-09,4,Product_4,Body,1,63,63
736,726,2024-01-02,2024-01-01,2024,Completed,True,207,Germany,2023-03-18,44,Product_44,Body,3,49,147
737,505,2024-10-11,2024-10-01,2024,Completed,True,174,Italy,2023-08-09,19,Product_19,Makeup,5,37,185
738,785,2024-01-20,2024-01-01,2024,Completed,True,70,Morocco,2023-08-03,26,Product_26,Makeup,3,46,138
739,836,2024-08-05,2024-08-01,2024,Completed,True,84,France,2023-04-06,11,Product_11,Makeup,5,114,570
740,560,2024-08-15,2024-08-01,2024,Completed,True,143,Italy,2023-08-24,40,Product_40,Hair,4,74,296
741,436,2024-06-08,2024-06-01,2024,Completed,True,115,Italy,2023-12-22,50,Product_50,Skin,3,114,342
742,111,2024-08-02,2024-08-01,2024,Completed,True,179,Spain,2023-05-08,43,Product_43,Hair,3,83,249
743,153,2024-01-29,2024-01-01,2024,Returned,False,234,Germany,2023-07-23,11,Product_11,Makeup,3,64,192
744,635,2024-04-20,2024-04-01,2024,Returned,False,154,Morocco,2023-05-27,45,Product_45,Body,4,13,52
745,917,2024-09-27,2024-09-01,2024,Returned,False,115,Italy,2023-12-22,3,Product_3,Hair,1,108,108
746,869,2024-06-07,2024-06-01,2024,Returned,False,14,Italy,2023-01-04,12,Product_12,Skin,5,19,95
747,102,2024-07-19,2024-07-01,2024,Returned,False,131,Spain,2024-04-08,3,Product_3,Hair,3,56,168
748,753,2024-09-26,2024-09-01,2024,Completed,True,86,Morocco,2024-02-17,42,Product_42,Skin,4,84,336
749,833,2024-07-11,2024-07-01,2024,Completed,True,13,Italy,2024-02-10,27,Product_27,Makeup,1,23,23
750,191,2024-02-11,2024-02-01,2024,Returned,False,198,Germany,2023-05-02,49,Product_49,Makeup,5,47,235
751,729,2024-02-10,2024-02-01,2024,Completed,True,214,Italy,2023-04-01,2,Product_2,Skin,4,21,84
752,563,2024-11-14,2024-11-01,2024,Cancelled,False,259,Spain,2024-03-15,49,Product_49,Makeup,5,54,270
753,804,2024-10-25,2024-10-01,2024,Completed,True,94,Germany,2024-04-25,16,Product_16,Makeup,3,26,78
