order_id,product_id,quantity,price
940,30,5,58
645,6,2,31
343,17,1,87
425,39,4,66
571,25,4,23
511,5,1,53
857,5,3,25
182,20,3,106
458,16,2,86
918,41,4,111
851,37,3,21
833,40,3,64
64,9,4,60
839,5,5,111
260,42,3,48
193,2,1,42
655,9,2,42
616,43,3,38
972,36,3,78
406,22,5,79
726,22,1,40
754,22,2,89
943,34,3,40
721,29,2,98
93,38,4,55
430,46,3,106
654,33,3,86
434,18,4,61
404,7,5,19
434,1,3,97
112,33,2,83
929,1,1,50
375,24,2,104
59,4,5,86
43,4,1,12
207,18,2,68
780,27,2,61
296,43,4,43
118,32,5,58
532,33,4,37
222,28,1,92
166,42,4,96
643,41,5,118
156,36,3,105
184,6,3,22
90,16,1,106
94,34,3,107
13,23,4,106
973,50,1,78
834,42,5,76
805,24,1,70
945,49,1,69
742,13,2,80
834,18,2,33
804,13,1,72
438,49,3,95
538,37,2,118
587,43,5,70
968,39,4,32
876,42,2,39
936,17,1,69
811,15,3,27
150,18,4,105
660,23,2,65
8,30,3,62
29,34,3,16
296,4,3,106
986,3,1,78
926,7,5,101
721,18,3,81
640,42,4,88
340,7,2,61
628,40,4,13
439,6,1,43
144,22,1,78
942,1,4,42
830,4,5,78
747,46,1,47
519,49,1,107
976,50,4,35
45,43,1,10
955,29,5,13
239,21,5,48
952,26,5,63
944,14,2,99
155,9,5,42
181,47,5,42
215,12,2,81
88,42,3,29
256,6,1,25
511,20,5,30
73,24,1,54
931,27,4,99
179,38,1,96
212,8,2,91
805,1,1,71
234,49,1,40
465,49,1,51
751,24,3,21
223,47,3,74
631,7,4,115
825,19,2,82
264,22,1,12
207,35,1,99
607,30,1,18
885,29,1,115
734,22,3,60
366,11,4,25
276,20,5,97
380,29,2,87
743,41,1,12
309,42,4,107
631,34,5,106
268,1,4,33
945,31,3,82
785,30,5,22
64,48,4,11
810,18,3,80
350,17,4,30
925,38,4,28
915,14,5,98
494,23,3,56
523,25,1,31
98,15,2,84
946,46,5,42
71,22,3,41
364,3,4,73
570,19,3,94
802,44,2,48
763,34,2,93
276,35,1,81
50,50,1,51
358,1,2,110
728,21,5,18
906,29,5,34
928,6,4,98
564,37,1,106
783,1,4,11
485,1,1,28
84,27,2,119
899,21,5,29
805,16,5,115
638,44,2,114
808,40,4,115
584,26,4,102
296,16,3,79
236,28,1,26
56,1,4,98
919,36,2,111
360,10,4,77
907,43,5,103
110,17,1,93
192,23,3,12
904,7,1,96
93,44,5,60
862,7,5,91
568,44,5,35
60,15,5,65
650,34,2,109
39,46,3,73
540,45,5,17
49,4,5,90
420,14,4,104
637,14,3,46
13,16,1,118
992,7,3,106
36,32,3,36
101,19,3,54
794,2,5,13
86,10,5,95
516,50,2,99
223,17,1,105
338,37,4,97
960,12,3,119
166,6,1,108
383,22,1,46
856,32,2,105
895,41,4,80
376,20,3,42
471,1,4,40
790,47,2,64
642,6,5,21
31,19,1,20
375,18,3,97
11,6,5,81
988,45,2,41
302,33,4,66
96,23,1,47
190,23,3,69
453,26,5,95
192,13,5,107
486,7,1,28
266,15,4,93
424,44,2,65
128,27,4,23
238,26,4,42
920,33,4,19
355,15,1,89
940,36,1,73
112,45,2,73
828,27,4,71
446,5,1,77
343,2,2,100
145,33,2,101
65,16,4,52
247,23,3,89
735,38,4,68
991,16,3,61
490,14,2,106
825,29,1,28
439,26,5,30
106,35,2,31
181,15,1,18
184,3,2,18
226,23,4,82
777,29,3,36
790,34,2,26
909,33,1,53
89,41,4,54
688,41,5,17
530,23,4,89
371,7,3,27
972,3,4,42
936,32,5,10
913,31,1,85
399,18,2,15
106,43,3,50
271,7,5,64
975,41,3,14
831,1,4,68
503,14,3,89
679,32,5,27
525,6,2,58
849,39,2,91
32,10,3,74
393,7,1,92
40,26,3,63
660,34,4,70
218,30,2,17
731,36,2,12
981,21,2,34
82,17,1,78
845,33,1,64
720,10,5,49
201,47,3,92
447,42,3,91
844,12,4,59
428,16,2,104
38,41,1,42
211,32,4,27
444,15,4,66
327,27,1,112
761,28,3,25
227,17,2,89
