order_id,customer_id,order_date,status
920,282,2024-11-21,Returned
921,299,2024-10-28,Completed
922,283,2024-12-29,Cancelled
923,69,2024-01-21,Completed
924,148,2024-04-16,Completed
925,11,2024-12-01,Completed
926,254,2024-10-29,Completed
927,38,2024-04-26,Completed
928,134,2024-05-03,Completed
929,200,2024-10-07,Completed
930,23,2024-10-18,Completed
931,218,2024-07-21,Completed
932,141,2024-02-20,Cancelled
933,104,2024-09-27,Returned
934,210,2024-11-19,Completed
935,111,2024-10-03,Cancelled
936,104,2024-05-20,Completed
937,171,2024-10-01,Completed
938,133,2024-10-16,Returned
939,293,2024-11-29,Completed
940,127,2024-02-21,Completed
941,106,2024-01-27,Cancelled
942,92,2024-06-05,Completed
943,287,2024-08-26,Cancelled
944,51,2024-06-04,Cancelled
945,29,2024-10-17,Completed
946,296,2024-05-15,Cancelled
947,297,2024-05-23,Completed
948,214,2024-04-15,Completed
949,267,2024-06-06,Completed
950,257,2024-05-25,Returned
951,101,2024-01-02,Completed
952,110,2024-03-17,Completed
953,182,2024-05-11,Completed
954,1,2024-03-30,Completed
955,55,2024-12-10,Completed
956,149,2024-12-15,Completed
957,137,2024-09-19,Completed
958,202,2024-12-16,Completed
959,117,2024-04-17,Cancelled
960,154,2024-03-14,Completed
961,291,2024-02-08,Completed
962,63,2024-06-07,Returned
963,244,2024-03-11,Completed
964,25,2024-11-07,Returned
965,90,2024-08-28,Completed
966,75,2024-10-24,Cancelled
967,294,2024-02-05,Completed
968,210,2024-03-24,Completed
969,17,2024-09-19,Completed
970,128,2024-11-05,Cancelled
971,251,2024-06-20,Completed
972,179,2024-06-21,Completed
973,182,2024-12-27,Completed
974,152,2024-02-16,Completed
975,25,2024-05-20,Completed
976,180,2024-04-27,Completed
977,198,2024-10-03,Cancelled
978,161,2024-08-01,Completed
979,177,2024-08-07,Completed
980,285,2024-01-26,Completed
981,63,2024-01-09,Completed
982,150,2024-09-27,Completed
983,154,2024-01-10,Completed
984,156,2024-04-30,Completed
985,49,2024-05-04,Completed
986,84,2024-06-18,Completed
987,177,2024-03-12,Cancelled
988,148,2024-05-31,Returned
989,118,2024-07-26,Completed
990,63,2024-02-18,Returned
991,189,2024-06-02,Completed
992,49,2024-12-12,Completed
993,257,2024-10-19,Completed
994,224,2024-03-08,Completed
995,141,2024-02-19,Completed
996,215,2024-05-31,Completed
997,211,2024-01-19,Completed
998,32,2024-04-09,Completed
999,158,2024-02-29,Completed
1000,285,2024-06-15,Completed
